序号,行政区域,商圈,社区名称,楼盘性质,社区地址,媒体数量,媒体位置,道闸画面尺寸,灯箱显示画面尺寸,楼盘均价,交房时间,楼盘户数,楼盘居住总人数,日人流量,车位数,日车流量,禁忌行业
934,越秀区,东风中路商圈,越秀城市广场,写字楼,越秀区东风中路437-445号,1,出口,830*2380,440*920,,/,1000,4000,5000,800,4800,限制地产
935,越秀区,东山口商圈,新富熊大厦商城,综合商业、写字楼,越秀区农林下路9号,1,混进混出,750*2800,440*920,,/,700,2800,3500,600,3000,没有限制
936,越秀区,东山口商圈,新富熊大厦商城,综合商业、写字楼,越秀区农林下路9号,1,混进混出,750*2800,440*920,,/,700,2800,3500,600,3000,没有限制
937,越秀区,二沙岛商圈,越秀·聚龙明珠花园,别墅,越秀区二沙岛松涛街15号,1,西门进口,830*3700,440*920,110000.0,2002,500,2500,3000,600,4500,限制地产
938,越秀区,二沙岛商圈,越秀·聚龙明珠花园,别墅,越秀区二沙岛松涛街15号,1,东门出口,830*3618,440*920,110000.0,2002,500,2500,3000,600,4500,限制地产
939,越秀区,二沙岛商圈,越秀·云影花园,别墅,越秀区二沙岛大通路42号,1,进口,830*3618,440*920,120000.0,1999,300,1500,1800,350,2100,限制地产
940,越秀区,二沙岛商圈,越秀·云影花园,别墅,越秀区二沙岛大通路42号,1,出口,830*3536,440*920,120000.0,1999,300,1500,1800,350,2100,限制地产
941,越秀区,二沙岛商圈,越秀·棕榈园,别墅,越秀区二沙岛大通路25号,1,进口,830*3536,440*920,150000.0,2000,400,2000,2400,600,3600,限制地产
942,越秀区,二沙岛商圈,越秀·棕榈园,别墅,越秀区二沙岛大通路25号,1,出口,830*3700,440*920,150000.0,2000,400,2000,2400,600,3600,限制地产
943,越秀区,广园东商圈,金贵小区,住宅,越秀区广园东路1735号,1,混进混出,830*2634,480*845,,/,750,3000,4500,500,2500,没有限制
944,越秀区,广园东商圈,云泉社区,大型住宅,越秀区西坑云泉直街1号,1,进口,830*2470,480*845,40000.0,1998,530,2120,3180,250,1000,没有限制
945,越秀区,广园东商圈,云泉社区,大型住宅,越秀区西坑云泉直街1号,1,出口,830*2880,480*845,40000.0,1998,530,2120,3180,250,1000,没有限制
946,越秀区,环市东商圈,东环商夏,综合商业、写字楼,越秀区环市东路474号,1,出口,750*2400,560*1125,,/,600,2400,3600,350,1750,没有限制
947,越秀区,环市东商圈,东环商夏,综合商业、写字楼,越秀区环市东路474号,1,进口,750*2800,560*1125,,/,600,2400,3600,350,1750,没有限制
948,越秀区,环市东商圈,嘉富广场,高档住宅,广州市越秀区水荫横路69号,1,出口,750*2800,560*1125,72000.0,1999,1800,5400,8100,1000,5000,没有限制
949,越秀区,环市东商圈,嘉富广场,高档住宅,广州市越秀区水荫横路69号,1,进口,750*2800,560*1125,72000.0,1999,1800,5400,8100,1000,5000,没有限制
950,越秀区,环市路商圈,保利·麓苑,高档住宅,越秀区麓苑路33号,1,进口,830*3536,480*845,65000.0,2004,560,2240,3360,320,1600,限制地产
951,越秀区,环市路商圈,保利·麓苑,高档住宅,越秀区麓苑路33号,1,出口,830*3536,480*845,65000.0,2004,560,2240,3360,320,1600,限制地产
952,越秀区,环市路商圈,保利·中环广场（1号门）,高档住宅、商场,越秀区环市东路建设中马路2号,1,进口,830*2790,480*845,48000.0,2009,2200,8800,13200,1800,9000,限制地产
953,越秀区,环市路商圈,保利·中环广场（1号门）,高档住宅、商场,越秀区环市东路建设中马路2号,1,出口,830*2716,480*845,48000.0,2009,2200,8800,13200,1800,9000,限制地产
954,越秀区,环市路商圈,保利·中环广场（2号门）,高档住宅、商场,越秀区环市东路建设中马路2号,1,对开进口2,830*2142,480*845,48000.0,2009,2200,8800,13200,1800,9000,限制地产
955,越秀区,环市路商圈,保利·中环广场（2号门）,高档住宅、商场,越秀区环市东路建设中马路2号,1,对开进口1,830*2142,480*845,48000.0,2009,2200,8800,13200,1800,9000,限制地产
956,越秀区,环市路商圈,金濠大厦,商住楼,越秀区黄华路黄华北约外街1-6号,1,进口,830*3126,440*920,65000.0,1998,450,1800,2700,250,750,没有限制
957,越秀区,环市路商圈,金濠大厦,商住楼,越秀区黄华路黄华北约外街1-6号,1,出口,830*3126,440*920,65000.0,1998,450,1800,2700,250,750,没有限制
958,越秀区,环市路商圈,倾城大厦,综合商业、写字楼,越秀区盘福路79号,1,出口,830*2634,440*920,60000.0,2016,420,1680,2100,300,1500,没有限制
959,越秀区,环市路商圈,倾城大厦,综合商业、写字楼,越秀区盘福路79号,1,进口,830*2388,440*920,60000.0,2016,420,1680,2100,300,1500,没有限制
960,越秀区,环市路商圈,逸雅居,高档住宅,越秀区建设大马路8号,1,出口,830*3126,480*845,65000.0,2003,660,2640,3960,350,1750,没有限制
961,越秀区,环市路商圈,逸雅居,高档住宅,越秀区建设大马路8号,1,进口,830*2880,480*845,65000.0,2003,660,2640,3960,350,1750,没有限制
962,越秀区,麓湖商圈,崇爱医院,综合商业,越秀区恒福路41号,1,混进混出,750*2800,440*920,,/,300,1500,5000,300,3000,没有限制
963,越秀区,麓湖商圈,黄田小区,住宅,越秀区麓景路黄田一巷1号,1,混进混出,745*2962,440*920,55000.0,1992,760,3800,4560,450,2700,限制地产
964,越秀区,麓湖商圈,麓湖文轩,高档住宅,越秀区麓景西路36号,1,出口,750*2400,440*920,65000.0,2001,430,1720,2580,250,1250,没有限制
965,越秀区,麓湖商圈,麓湖文轩,高档住宅,越秀区麓景西路36号,1,进口,750*2400,440*920,65000.0,2001,430,1720,2580,250,1250,没有限制
966,越秀区,麓湖商圈,下塘西小区,住宅,越秀区下塘西路28号,1,混进混出,745*3290,440*920,50000.0,1998,2150,10750,12900,1200,7200,限制地产
967,越秀区,麓湖商圈,越秀·锦秀大厦,高档住宅,下塘新村50-52号,1,进口,830*2880,440*920,50000.0,1999,500,2000,3000,350,2200,限制地产
968,越秀区,麓湖商圈,越秀·锦秀大厦,高档住宅,下塘新村50-52号,1,出口,830*2880,440*920,50000.0,1999,500,2000,3000,350,2200,限制地产
969,越秀区,淘金商圈,城启·波尔多庄园,高档住宅,越秀区淘金东路139号,1,混进混出,750*3000,443*1003,70000.0,2000,650,2600,3900,400,2000,没有限制
970,越秀区,淘金商圈,帝景大厦,商住楼,越秀区淘金路36-38号,1,混进混出,750*2800,440*920,65000.0,1998,300,1500,1800,200,1200,没有限制
971,越秀区,淘金商圈,金地大厦,住宅、综合商业,越秀区淘金北路淘金横街3号,1,混进混出,830*3700,440*920,,/,750,3000,4500,500,2500,没有限制
972,越秀区,淘金商圈,淘金大厦,高档住宅,越秀区淘金东路139号,1,混进混出,830*3290,480*845,80000.0,2001,350,1400,2100,180,900,没有限制
973,越秀区,淘金商圈,淘金家园三期,高档住宅,越秀区淘金东路139号,1,混进混出,830*3208,480*845,80000.0,2001,350,1400,2100,180,900,没有限制
974,越秀区,五羊新城商圈,东兴小区,住宅,越秀区东兴南路东兴小区二街3号,1,混进混出,745*3372,440*920,68000.0,1995,2500,12500,15000,1250,7500,限制地产
975,越秀区,五羊新城商圈,广信鸿景大厦,住宅,越秀区广州大道115-117号,1,混进混出,745*2790,440*920,65000.0,1998,450,2800,4000,300,2100,限制地产
976,越秀区,五羊新城商圈,广信美景大厦,住宅,越秀区寺右新马路81、83、85号,1,混进混出,745*2790,440*920,50000.0,1998,430,2150,2580,380,2280,限制地产
977,越秀区,五羊新城商圈,鸿业大厦,商住楼,越秀区五羊新城东兴南路67号,1,出口,830*3290,440*920,56000.0,2003,360,1440,2160,180,900,没有限制
978,越秀区,五羊新城商圈,鸿业大厦,商住楼,越秀区五羊新城东兴南路67号,1,进口,830*3700,440*920,56000.0,2003,360,1440,2160,180,900,没有限制
979,越秀区,五羊新城商圈,丽景台,高档住宅,越秀区五羊新城东兴北路65号,1,出口,830*3126,440*920,42000.0,2000,420,1680,2520,200,1000,没有限制
980,越秀区,五羊新城商圈,丽景台,高档住宅,越秀区五羊新城东兴北路65号,1,进口,830*3126,440*920,62000.0,2008,460,1840,2760,300,1500,没有限制
981,越秀区,五羊新城商圈,泰恒大厦,写字楼、综合商业,越秀区寺右一马路19号,1,出口,750*2800,440*920,,/,700,3500,4200,600,4200,没有限制
982,越秀区,五羊新城商圈,泰恒大厦,写字楼、综合商业,越秀区寺右一马路18号,1,进口,750*2800,440*920,,/,700,3500,4200,600,4200,没有限制
983,越秀区,五羊新城商圈,五羊新城商住中心,商住楼,越秀区寺右新马路138号—170号,1,出口,830*3126,480*845,72000.0,1995,360,1440,2160,150,750,没有限制
984,越秀区,五羊新城商圈,五羊新城商住中心,商住楼,越秀区寺右新马路138号—170号,1,进口,830*3126,480*845,72000.0,1995,360,1440,2160,150,750,没有限制
985,越秀区,五羊新城商圈,颐景轩,高档住宅,越秀区五羊新城江月13号、15号、17号,1,出口,750*2800,440*920,110000.0,2001,680,2720,3400,450,2250,没有限制
986,越秀区,五羊新城商圈,颐景轩,高档住宅,越秀区五羊新城江月13号、15号、17号,1,进口,750*2800,440*920,110000.0,2001,680,2720,3400,450,2250,没有限制
987,越秀区,小北商圈,珠光·小北御景,高档住宅,越秀区小北路198号,1,出口,830*2552,440*920,110000.0,2010,780,3120,4680,600,3000,限制地产
988,越秀区,小北商圈,珠光·小北御景,高档住宅,越秀区小北路198号,1,进口,830*2552,440*920,110000.0,2010,780,3120,4680,600,3000,限制地产
989,越秀区,瑶台商圈,河南驻（广州办事处）,写字楼,越秀区瑶台西街,1,对开进口,830*2716,480*845,,/,300,1200,1800,120,600,没有限制
990,越秀区,瑶台商圈,河南驻（广州办事处）,写字楼,越秀区瑶台西街,1,对开出口,830*2716,480*845,,/,300,1200,1800,120,600,没有限制
991,越秀区,永福路商圈,倚云国际汽车用品广场,专业市场,越秀区永福路79号,1,进口1,750*2800,440*920,,/,1500,6000,8000,1000,6000,没有限制
992,越秀区,永福路商圈,倚云国际汽车用品广场,专业市场,越秀区永福路79号,1,进口2,750*2400,440*920,,/,1500,6000,8000,1000,6000,没有限制
993,越秀区,永福路商圈,倚云国际汽车用品广场,专业市场,越秀区永福路79号,1,出口,750*2800,440*920,,/,1500,6000,8000,1000,6000,没有限制
994,越秀区,永福路商圈,永福路38号大院,住宅,越秀区永福路39号,1,混进混出,750*2800,440*920,45000.0,1997,600,2400,3000,350,1850,没有限制
995,越秀区,永福路商圈,永福路89号大院,住宅,越秀区永福路89号,1,混进混出,750*2800,440*920,42000.0,1998,650,2600,3250,400,2000,没有限制
996,越秀区,中山六路商圈,越秀上品轩,高档住宅、综合商业,越秀区中山六路285~287号,1,进口,830*2880,410*780,70000.0,2013,680,2720,4080,400,2000,没有限制
997,越秀区,中山六路商圈,越秀上品轩,高档住宅、综合商业,越秀区中山六路285~287号,1,出口,830*2716,410*780,70000.0,2013,680,2720,4080,400,2000,没有限制
998,越秀区,中山三路商圈,竣雅阁,高档住宅,越秀区德政北禺西二路23号,1,混进混出,650*2543,480*845,42000.0,2000,420,1680,2520,200,1000,没有限制
999,越秀区,中山四路商圈,印象东山,高档住宅,越秀区中山四路263-289号,1,混进混出,750*2800,440*920,85000.0,2016,750,3000,3750,680,4080,没有限制
1000,增城区,新塘商圈,保利·东江首府,高档住宅,增城区新塘镇东街社区江府大道2号,1,进口1（3号岗亭）,830*2634,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1001,增城区,新塘商圈,保利·东江首府,高档住宅,增城区新塘镇东街社区江府大道2号,1,进口2（3号岗亭）,830*2634,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1002,增城区,新塘商圈,保利·东江首府,高档住宅,增城区新塘镇东街社区江府大道2号,1,进口1（7号岗亭）,830*3372,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1003,增城区,新塘商圈,保利·东江首府,高档住宅,增城区新塘镇东街社区江府大道2号,1,进口2（7号岗亭）,830*3536,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1004,增城区,新塘商圈,保利·东江首府,高档住宅,增城区新塘镇东街社区江府大道2号,1,进口3（7号岗亭）,830*2790,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1005,增城区,新塘商圈,保利·东江首府,高档住宅,增城区新塘镇东街社区江府大道2号,1,出口1（5号岗亭）,830*3618,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1006,增城区,新塘商圈,保利·东江首府,高档住宅,增城区新塘镇东街社区江府大道2号,1,出口2（5号岗亭）,830*2880,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1007,增城区,新塘商圈,保利·东江首府（别墅区）,高档住宅,增城区新塘镇东街社区江府大道2号,1,进口（1号岗亭）,830*2790,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1008,增城区,新塘商圈,保利·东江首府（别墅区）,高档住宅,增城区新塘镇东街社区江府大道2号,1,出口（1号岗亭）,830*3700,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1009,增城区,新塘商圈,保利·东江首府（别墅区）,高档住宅,增城区新塘镇东街社区江府大道2号,1,进口（10号岗亭）,830*2880,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1010,增城区,新塘商圈,保利·东江首府（别墅区）,高档住宅,增城区新塘镇东街社区江府大道2号,1,出口（10号岗亭）,830*3700,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1011,增城区,新塘商圈,保利·东江首府（别墅区）,高档住宅,增城区新塘镇东街社区江府大道2号,1,出口（9号岗亭）,830*2880,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1012,增城区,新塘商圈,保利·东江首府（别墅区）,高档住宅,增城区新塘镇东街社区江府大道2号,1,出口（9号岗亭）,830*2880,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1013,增城区,新塘商圈,保利·国际金融中心,写字楼、综合商业,增城区新塘镇东街社区江府大道2号,1,出口1（写字楼）,830*2716,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1014,增城区,新塘商圈,保利·国际金融中心,写字楼、综合商业,增城区新塘镇东街社区江府大道2号,1,进口1（写字楼）,830*2798,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1015,增城区,新塘商圈,保利·国际金融中心,写字楼、综合商业,增城区新塘镇东街社区江府大道2号,1,出口2（写字楼）,830*3290,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1016,增城区,新塘商圈,保利·国际金融中心,写字楼、综合商业,增城区新塘镇东街社区江府大道2号,1,进口2（写字楼）,830*3126,440*920,25000.0,2015,6500,26000,32500,5000,25000,限制地产
1017,增城区,朱村商圈,保利·东湾,高档住宅,增城区广汕公路富士康科技小镇东南侧约60米,1,混进混出,750*2800,440*920,22000.0,2022,1500,6000,7500,1800,11000,限制地产
1018,增城区,朱村商圈,实地·蔷薇国际花园,高档住宅,增城区增城大道与荔城大道交叉口西北1400米,1,进口（2号门）,750*2800,440*920,22000.0,2020,3800,15200,19000,4000,24000,限制地产
1019,增城区,朱村商圈,实地·蔷薇国际花园,高档住宅,增城区增城大道与荔城大道交叉口西北1400米,1,出口（2号门）,750*2800,440*920,22000.0,2020,3800,15200,19000,4000,24000,限制地产
1020,增城区,朱村商圈,实地·蔷薇国际花园,高档住宅,增城区增城大道与荔城大道交叉口西北1400米,1,进口（3号门）,750*2800,440*920,22000.0,2020,3800,15200,19000,4000,24000,限制地产
